adm3_psgc,municipality_city,province_psgc,region_psgc,population_2010,population_2015,population_2020,population_2024,total_osm_records,businesses_accommodation,businesses_automotive,businesses_education,businesses_financial_services,businesses_food,businesses_healthcare,businesses_other,businesses_personal_services,businesses_professional_services,businesses_public_services,businesses_retail,businesses_skilled_trades,businesses_technology,businesses_tourism,businesses_per_1000_people,businesses_accommodation_per_1000_people,businesses_automotive_per_1000_people,businesses_education_per_1000_people,businesses_financial_services_per_1000_people,businesses_food_per_1000_people,businesses_healthcare_per_1000_people,businesses_other_per_1000_people,businesses_personal_services_per_1000_people,businesses_professional_services_per_1000_people,businesses_public_services_per_1000_people,businesses_retail_per_1000_people,businesses_skilled_trades_per_1000_people,businesses_technology_per_1000_people,businesses_tourism_per_1000_people
1381400000,City of San Juan,1381400000.0,1300000000.0,121430.0,122180.0,126347.0,134312.0,1899,9,48,42,161,478,91,445,86,66,66,365,1,32,9,14.138721782119244,0.06700816010483054,0.35737685389242957,0.3127047471558759,1.1987015307641908,3.5588778366787777,0.6775269521710643,3.313181249627733,0.6403001965572696,0.4913931741020906,0.4913931741020906,2.717553159807016,0.007445351122758949,0.23825123592828637,0.06700816010483054
1381500000,City of Taguig,1381500000.0,1300000000.0,909829.0,1107367.0,1223595.0,1308085.0,2236,17,51,136,143,319,234,488,56,56,121,542,8,60,5,1.7093690394737344,0.012996097348413903,0.03898829204524171,0.10396877878731123,0.1093201129895993,0.24386794436141382,0.1788874576193443,0.37306444153094026,0.04281067361830462,0.04281067361830462,0.09250163406812248,0.41434616252001977,0.00611581051690066,0.045868578876754953,0.0038223815730629124
1381600000,City of Valenzuela,1381600000.0,1300000000.0,575356.0,620422.0,714978.0,725173.0,2353,19,108,128,172,332,192,410,52,96,118,638,20,59,9,3.2447429785720097,0.02620064453585558,0.14892997946696857,0.176509605294185,0.23718478211406105,0.4578217887317923,0.2647644079412775,0.5653823294579362,0.07170702715076264,0.13238220397063874,0.16271979238057677,0.8797900638882032,0.027579625827216403,0.08135989619028838,0.012410831622247381
1381701000,Pateros,1381700000.0,1300000000.0,64147.0,63840.0,65227.0,67319.0,224,4,6,16,25,24,21,47,6,4,19,48,1,3,0,3.3274409899136943,0.05941858910560169,0.08912788365840253,0.23767435642240675,0.37136618191001053,0.3565115346336101,0.3119475928044088,0.6981684219908199,0.08912788365840253,0.05941858910560169,0.282238298251608,0.7130230692672203,0.014854647276400422,0.044563941829201266,0.0
1600209000,Nasipit,1600200000.0,1600000000.0,40663.0,41957.0,44822.0,46382.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.021560087965158896,0.0,0.0,0.0,0.0,0.0,0.0,0.021560087965158896,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1705103000,Looc,1705100000.0,1700000000.0,9758.0,10117.0,7802.0,9426.0,14,0,0,8,0,0,0,1,0,0,5,0,0,0,0,1.4852535539995755,0.0,0.0,0.8487163165711861,0.0,0.0,0.0,0.10608953957139826,0.0,0.0,0.5304476978569913,0.0,0.0,0.0,0.0
1705104000,Lubang,1705100000.0,1700000000.0,23068.0,18803.0,17437.0,18761.0,21,0,0,17,0,0,0,1,0,0,0,1,0,1,1,1.1193433185864292,0.0,0.0,0.9061350674271095,0.0,0.0,0.0,0.05330206278982997,0.0,0.0,0.0,0.05330206278982997,0.0,0.05330206278982997,0.05330206278982997
1705211000,Puerto Galera,1705200000.0,1700000000.0,32521.0,36606.0,41961.0,42301.0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0.09456041228339755,0.0,0.0,0.0,0.0,0.0,0.0,0.09456041228339755,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1705309000,Coron,1705300000.0,1700000000.0,42941.0,51803.0,65855.0,69439.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.014401129048517404,0.0,0.0,0.0,0.0,0.0,0.0,0.014401129048517404,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1705903000,Cajidiocan,1705900000.0,1700000000.0,21198.0,21861.0,23259.0,23488.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.04257493188010899,0.0,0.0,0.0,0.0,0.0,0.0,0.04257493188010899,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1705909000,Odiongan,1705900000.0,1700000000.0,43676.0,45367.0,49284.0,48133.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.020775767145201834,0.0,0.0,0.0,0.0,0.0,0.0,0.020775767145201834,0.0,0.0,0.0,0.0,0.0,0.0,0.0
300801000,Abucay,300800000.0,300000000.0,37719.0,39880.0,42984.0,44846.0,102,5,12,18,3,9,0,23,0,0,4,23,0,4,1,2.274450341167551,0.11149266378272309,0.26758239307853543,0.4013735896178032,0.06689559826963386,0.2006867948089016,0.0,0.5128662534005262,0.0,0.0,0.08919413102617847,0.5128662534005262,0.0,0.08919413102617847,0.022298532756544618
300802000,Bagac,300800000.0,300000000.0,25568.0,26936.0,31365.0,32799.0,63,6,2,13,0,4,1,17,0,0,4,3,0,5,8,1.9207902679959756,0.1829324064758072,0.06097746882526906,0.39635354736424894,0.0,0.12195493765053812,0.03048873441263453,0.518308485014787,0.0,0.0,0.12195493765053812,0.0914662032379036,0.0,0.15244367206317266,0.24390987530107625
300803000,City of Balanga,300800000.0,300000000.0,87920.0,96061.0,104173.0,109931.0,565,13,24,37,49,87,37,78,12,8,45,155,1,17,2,5.139587559469121,0.1182559969435373,0.21831876358806887,0.3365747605316062,0.4457341423256406,0.7914055180067497,0.3365747605316062,0.7095359816612239,0.10915938179403444,0.07277292119602297,0.40934768172762914,1.409975348172945,0.00909661514950287,0.1546424575415488,0.01819323029900574
